global_id,orig_dim_id,title,author_org,year,current_version,source_type,authority_level,domain,url,primary_secondary,key_concepts,dims_referenced,notes
C007,dim04:S07,Color — Atlassian Design System,Atlassian,持续更新,current,platform doc,C,color semantics,https://atlassian.design/foundations/color,primary,"color roles, emphasis, semantic vs accent",04,色彩语义 token 契约范本；level reconciled from B/C（cross-verification §5 裁决：B 保留给 OS 平台级规范[Apple HIG/Material/Fluent]，产品级设计系统[ADS/Carbon/Primer/EUI] 统一为 C）；dims: 04
C008,dim06:S05,Adding new components (Primer contribute),GitHub Primer team,2026,—,官方治理文档,C,contribution model,https://primer-docs-preview.github.com/product/contribute/adding-new-components/,primary,upstreaming 评审标准,06,docs preview 域名；dims: 06
C009,dim06:S10,EUI DataGrid toolbar docs,Elastic,2026,—,官方文档,C,data density,https://eui.elastic.co/docs/components/data-grid/toolbar/,primary,allowDensity/allowRowHeight 密度控制,06,—；dims: 06
C010,dim06:S02,Primer Product UI — Components,GitHub,2026,—,官方文档,C,data-dense UI,https://primer.style/product/components/,primary,TreeView、SplitPageLayout、Stack、StateLabel,06,—；dims: 06
C011,dim08:R8-29,Design Systems And AI: Why MCP Servers Are The Unlock,Figma,2025-08,blog,vendor official blog,C,design knowledge for agents,https://www.figma.com/blog/design-systems-ai-mcp/,primary,"MCP 上下文供给, 自动 rules file 生成, 32% 信任度",08,"产业界最接近""设计知识结构化""的实践；dims: 08"
C012,dim06:S14,IBM Design Language,IBM,2026,IDL v2,官方文档,C,design language,https://www.ibm.com/design/language/,primary,2x Grid、Plex、Carbon 作为 IDL 实现层,06,—；dims: 06
C013,dim07:S32,Figma-to-code 工具对比 2026,vibecoder.me,2026,—,行业评测,C,design-to-code,https://blog.vibecoder.me/figma-to-code-tools-workflows-compared,secondary,Dev Mode=翻译层非生成器,07,工业定位证据；dims: 07
C014,dim06:S01,Primer Design System (primer.style),GitHub,2026,@primer/react 38.36.0 (2026-08-19),官方文档站,C,developer tool DS,https://primer.style/,primary,Product/Brand 三线、Foundations、Primitives tokens,06,2026-08 访问；npm 核实版本；dims: 06
C015,dim03:S32,Modal vs non-modal（a11y 实现）,Make Things Accessible,2024,—,技术指南,C,dialog 实现,https://www.makethingsaccessible.com/guides/modal-vs-non-modal-dialogs/,secondary,`<dialog>`/showModal、焦点契约、inert,03,dims: 03
C016,dim06:S23,The Next Chapter of Experience Design with SLDS 2,Salesforce,2026,SLDS 2 GA (Winter '26),官方博客,C,enterprise CRM,https://www.salesforce.com/blog/experience-design-with-slds-2/,primary,GA、dark mode beta、Cosmos 主题,06,—；dims: 06
C017,dim06:S13,Carbon Releases 页,IBM,2026,v11,官方文档,C,enterprise DS,https://carbondesignsystem.com/all-about-carbon/releases/,primary,v11 token 语义化重命名、inline theming、CSS grid,06,—；dims: 06
C018,dim06:S25,SAP Design System — Fiori 演进,SAP,2026,Fiori 3 + Horizon,官方文档,C,enterprise UX,https://www.sap.com/design-system/fiori-design-web/v1-136/discover/sap-design-system/sap-fiori,primary,product standard for UX consistency、Quartz、floorplans,06,—；dims: 06
C019,dim08:R8-09,"(Expert systems retrospective, §2.1)",arXiv:2511.17673,2025,preprint,preprint (history section),C,expert systems,https://arxiv.org/pdf/2511.17673,secondary,"MYCIN/XCON 四组件, knowledge engineering burden",08,引 Jackson 1999 等经典；dims: 08
C020,dim03:S10,Faceted Navigation: SEO and UX,Shopify,2024,—,平台指南,C,facet 导航,https://www.shopify.com/blog/faceted-navigation,secondary,breadbox、integrated faceted breadcrumb、facet 值排序,03,dims: 03
C021,dim03:S09,"Search, Findability & Faceted Navigation",UI/UX Atlas,n.d.,—,指南,C,facet 导航,https://uiuxatlas.com/lessons/information-architecture/search-findability-and-faceted-navigation/,secondary,facet 来自内容模型、OR/AND、chips、禁用零结果,03,工程与 a11y 细节好；dims: 03
C022,dim06:S16,Carbon Filtering pattern (v10 存档),IBM,2025,v10 存档,官方文档存档,C,filtering pattern,https://v10.carbondesignsystem.com/patterns/filtering/,primary,分类清除 + 全局清除,06,v11 站点同主题存在；dims: 06
C023,dim06:S04,Primer component lifecycle,GitHub Primer team,2026,—,官方治理文档,C,governance,https://primer.github.io/contribute/component-lifecycle/,primary,Alpha→Beta→Stable→Deprecated→Removed 量化标准,06,治理核心证据；dims: 06
C024,dim01:S34,Human centered design (ISO 9241-210): a practical PM guide,Selleo,2026,—,行业博客,C,HCD 实践,https://selleo.com/blog/human-centered-design-that-actually-works,secondary,4 活动、6 原则、HCD vs UCD vs DT 比较,01,二级转述，已与 ISO 原文交叉核实；dims: 01
C025,dim07:S10,Headless UI alternatives 对比,LogRocket,2026,—,行业分析,C,headless 生态,https://blog.logrocket.com/headless-ui-alternatives/,secondary,心智模型对比表,07,Radix/React Aria/Ark/Base UI；dims: 07
C026,dim07:S11,Top Headless UI libraries 2026,GreatFrontend,2026,—,行业分析,C,headless 生态分层,https://www.greatfrontend.com/blog/top-headless-ui-libraries-for-react-in-2026,secondary,primitive/component/cross-framework 三层,07,含下载量数据；dims: 07
C027,dim07:S09,Ark UI (GitHub),Chakra UI,2022–2026,v5.x 活跃,开源项目,C,headless 组件库,https://github.com/chakra-ui/ark,primary,Zag 驱动/perfect parity 四框架,07,生产验证（OVHCloud 等）；dims: 07
C028,dim03:S37,Tree testing vs card sorting,Lyssna,2025,—,工具指南,C,IA 验证,https://www.lyssna.com/blog/tree-testing-vs-card-sorting/,secondary,生成式 vs 评估式、75%+ 目标,03,Low Confidence（L1：同 S12，厂商建议值）；dims: 03
C029,dim04:S23,Adaptive Information Density for AR Displays,(ACM/CHI EA),2016,—,conference paper,C,information density,https://www.researchgate.net/publication/304579686_Adaptive_Information_Density_for_Augmented_Reality_Displays,primary,density → search time/quit time,04,AR 语境，桌面外推降权；dims: 04
C030,dim03:S17,Action labels,IBM Carbon,2026,持续,设计系统文档,C,labeling,https://carbondesignsystem.com/guidelines/content/action-labels/,primary,动作标签词典、Delete vs Move to trash、避免裸 OK,03,企业级 labeling 规范样本；dims: 03
C031,dim08:R8-02,Context Rot: How Increasing Input Tokens Impacts LLM Performance,Chroma Research,2025,tech report,vendor research,C,LLM context,https://research.trychroma.com/context-rot,primary,"context rot, 18 models degradation",08,未 peer-review；与 R8-01 互证；dims: 08
C032,dim07:S34,v0 UI 质量下降社区讨论,Vercel Community,2025,—,用户舆情,C,LLM UI 生成稳定性,https://community.vercel.com/t/is-it-just-me-or-has-the-ui-quality-in-v0-gotten-worse/17893,primary(舆情),无中间层→质量随模型漂移,07,样本有偏，方向与学术一致；Low Confidence（L7：v0 社区舆情样本有偏，方向与学术研究一致但不可定量）；dims: 07
C033,dim08:R8-25,"A Systematic, Large-Scale Evaluation of LLM-as-a-Judge Models (541k judgments)",arXiv 作者群,2026,arXiv:2606.19544,preprint,C,LLM-as-judge,https://arxiv.org/html/2606.19544v1,primary,"kappa deflation 33-41pp, 排名不可迁移, verbosity bias 减弱",08,2026 最新大规模复测；dims: 08
C034,dim04:S21,WebDevJudge,arXiv 2510.18560,2025 (v3 2026),v3,preprint,C,LLM-as-judge,https://arxiv.org/html/2510.18560v3,primary,"rubric trees, IAA >80%",04,结构化 rubric 提升评判可靠性；dims: 04
C035,dim06:S06,github.com/primer org,GitHub,2026,—,官方仓库列表,C,multi-implementation,https://github.com/primer,primary,primitives(JSON)、behaviors、CSS/React/ViewComponents,06,2026-08-20 更新；dims: 06
C036,dim06:S03,Primer UI patterns — Navigation,GitHub,2026,—,官方文档,C,navigation patterns,https://primer.style/product/ui-patterns/navigation/,primary,URL 语义区分 UnderlineNav/UnderlinePanels、NavList/TreeView,06,Pattern 层定义范本；dims: 06
C037,dim06:S08,elastic/eui README,Elastic,2026,@elastic/eui 119.1.0 (2026-08-24),官方仓库,C,observability DS,https://github.com/elastic/eui,primary,"""API for user interfaces""、semver、周发布",06,npm 核实版本；dims: 06
C038,dim06:S15,Carbon empty states & dashboards（uxkb 摘录）,IBM Carbon（经 uxkb.fuguux.com 转录）,2026,—,二手结构化摘录,C,patterns,https://uxkb.fuguux.com/wiki/carbon-2026-empty-states-and-dashboards/,secondary,empty state 三场景、整体替换容器 a11y 规则、dashboard 两类,06,dashboards 官方标注 WIP；dims: 06
C039,dim02:S2-29,Laws of UX（站点与 O'Reilly 书 2nd ed. 2024）,Jon Yablonski,2020/2024,2nd ed.,book/site,C,popular UX,https://lawsofux.com/,secondary,UX laws 流行化,02,批判对象本身：混合 SCI/HEU/MYTH 不加区分；dims: 02
C040,dim06:S17,Atlassian Design System 首页/组件总览,Atlassian,2026,@atlaskit/tokens 16.8.0,官方文档站,C,productivity DS,https://atlassian.design/,primary,Foundations/Tokens/Components/Content/Patterns、Primitives、成熟度标签,06,npm 核实版本；dims: 06
C041,dim06:S21,Spectrum 2 愿景文,Adobe Design,2023,Spectrum 2（滚动中）,官方博客,C,professional dense UI,https://adobe.design/ideas/introducing-spectrum-2,primary,customizable density/contrast、平台化变体,06,—；dims: 06
C042,dim08:R8-22,Evaluating Commercial AI Chatbots as News Intermediaries,arXiv 作者群,2026,arXiv:2605.22785,preprint,C,provenance audit,https://arxiv.org/html/2605.22785v1,primary,"fluent+cited≠supported, AIS/FActScore/ALCE 谱系",08,综述性证据；dims: 08
C043,dim08:R8-05,Single-Call LLM Enrichment with Rolling Keys… for High-Accuracy RAG,arXiv 作者群,2026,arXiv:2603.23533,preprint (survey sections),C,RAG chunking,https://arxiv.org/html/2603.23533v1,secondary,"chunking taxonomy, per-chunk metadata",08,用作 chunking 现状综述；dims: 08
C044,dim07:S12,Radix vs Base UI 2026,ShadcnDeck,2026,Base UI v1.6,行业分析,C,React primitives,https://www.shadcndeck.com/blog/radix-vs-base-ui,secondary,Base UI v1.0 (2025-12)、Radix/WorkOS,07,shadcn 默认切换 Base UI；dims: 07
C045,dim06:S12,Carbon release-schedule.md,IBM Carbon team,2026,v11 Active；v12 Preview；@carbon/react 1.114.0 (2026-08-12),官方治理文档,C,release governance,https://github.com/carbon-design-system/carbon/blob/main/docs/release-schedule.md,primary,Preview/Prerelease/Active/Maintenance/LTS/EOL,06,npm 核实版本；dims: 06
C046,dim06:S11,Kibana issue #199715 EUI Visual Refresh,Elastic,2024–2026,Borealis 主题,官方 meta issue,C,semantic color,https://github.com/elastic/kibana/issues/199715,primary,success 语义化、vis 色板限定、text* 重命名,06,语义 token 纪律实战；dims: 06
C047,dim06:S24,SLDS Design Tokens (Deprecated) 文档,Salesforce,2026,—,官方文档,C,styling hooks,https://developer.salesforce.com/docs/platform/lwc/guide/create-components-css-design-tokens.html,primary,global styling hooks 取代 SLDS1 tokens,06,—；dims: 06
C048,dim06:S09,EUI Setup docs,Elastic,2026,v106+,官方文档,C,theming,https://eui.elastic.co/docs/getting-started/setup/,primary,Emotion CSS-in-JS、EuiProvider、React 版本支持矩阵,06,—；dims: 06
C049,dim06:S22,adobe/spectrum-design-data releases,Adobe,2026,@adobe/spectrum-tokens 14.3.0,官方仓库,C,token governance,https://github.com/adobe/spectrum-design-data/releases,primary,540 组件级 token → ~100 语义 layout token；deprecated_comment/renamed 元数据,06,组件 token 爆炸纠偏；dims: 06
C050,dim06:S18,ADS Design tokens foundation,Atlassian,2026,—,官方文档,C,token naming,https://atlassian.design/foundations/design-tokens,primary,Foundation.Property.Modifier 命名、按含义选 token,06,—；dims: 06
C051,dim06:S37,Cloudscape design tokens 指南,AWS,2026,—,官方文档,C,token 边界,https://cloudscape.design/foundation/visual-foundation/design-tokens/,primary,「永远优先预建组件」、token 意图契约,06,token 局限的关键一手证据；dims: 06
C052,dim03:S12,Tree Testing（产品页 FAQ）,Optimal Workshop,2025,—,工具文档,C,tree testing,https://www.optimalworkshop.com/product/tree-testing,primary(工具方),成功率≥80%、50 人样本、任务写法,03,Low Confidence（L1：tree testing 成功标准 75–80%+、样本 30–50 为工具厂商建议值，非学术标准）；dims: 03
C053,dim08:R8-31,VISTA: An End-to-End Benchmark for Visual Spec-to-Web-App Coding Agents,arXiv 作者群,2026,arXiv:2605.26144,preprint,C,UI generation eval,https://arxiv.org/html/2605.26144v2,primary,混合评估: Playwright+CLIP+人工+轨迹,08,抗 LLM-judge 偏差的评估设计；dims: 08
C054,dim01:S35,Heurio — ISO 9241 Part 110: Dialogue Principles,Heurio,2026,—,行业博客,C,交互原则应用,https://www.heurio.co/iso-9241-part-110-dialogue-principles,secondary,7 原则审计式应用、与 Nielsen 启发式互补,01,采购/合规场景证据；dims: 01
C055,dim03:S25,Carbon Patterns overview,IBM Carbon Design System,2026,持续,设计系统文档,C,企业 patterns 层,https://carbondesignsystem.com/patterns/overview/,primary,pattern 定义、14 个通用模式清单,03,Mature product system；dims: 03
C056,dim03:S26,Forms pattern,Atlassian Design System,2026,持续,设计系统文档,C,企业 patterns 层,https://atlassian.design/patterns/forms,primary,multi-step、progressive disclosure、不禁用 submit,03,dims: 03
C057,dim03:S34,WordPress 6.9 Command Palette,WordPress / Simple History,2025,6.9,产品发布注,C,命令面板,https://simple-history.com/2025/command-palette-everywhere-go-to-simple-history/,primary,Ctrl+K 全局化、搜索/跳转/动作一体,03,命令面板主流化证据；Low Confidence（L3：Command Palette 有效性无 HCI 期刊级实证，属成熟实践模式）；dims: 03
C058,dim07:S13,The shadcn/ui effect,Usertourkit,2026,—,行业分析,C,无样式组件哲学,https://usertourkit.com/blog/shadcn-ui-effect-unstyled-components,secondary,behavior is the hard part；14M+/周下载,07,哲学层证据；dims: 07
C059,dim03:S39,UI-Patterns.com,Anders Toxboe,2026,持续（已商业化）,模式库,C,模式库现状,https://ui-patterns.com/,primary,分类：input/navigation/data/social/onboarding…；已转型付费卡片,03,独立库幸存者但形态改变；dims: 03
C060,dim01:S39,Bluffers' Guide to ISO 9241,Userfocus,—,—,行业指南,C,系列导览,https://www.userfocus.co.uk/pdf/ISO9241.pdf,secondary,-10→-110 改名、13-17 对话技术,01,老牌 UX 咨询二手资料；dims: 01
C061,dim07:S08,Zag — UI State Machines（官网+文档）,Chakra UI (Segun Adebayo),2021–2026,v1.x 活跃,官方文档,C,跨框架组件逻辑,https://zagjs.com/,primary,statecharts/machine/connect/adapters,07,50+ 机器；React/Vue/Solid/Svelte/Preact；dims: 07
D001,dim05:S10; dim08:R8-15,Deque / axe-core — ENABLE Model,enablemodel.com,2026-05,—,Critical review,D,Accessibility testing,https://enablemodel.com/docs/manifestations/deque,secondary,"57% vs 31% 双口径, W3C ACT 数据, Roselli 2025, uncertain→manual review, Lighthouse/DOJ 采用","05, 08","对 Deque 数据的独立批判性综述；交叉验证 axe 事实；level reconciled from D/E（取较高权威级；ENABLE 独立分析=D）；dims: 05, 08"
D002,dim08:R8-08,Agent Skills: Progressive Disclosure as a System Design Pattern,SwirlAI (Aurimas G.),2026-03,newsletter,practitioner analysis,D,agent skills,https://www.newsletter.swirlai.com/p/agent-skills-progressive-disclosure,secondary,"token 实测 (~80/discovery, ~2000/body), NN/g progressive disclosure 溯源",08,实测数据有用；非权威；dims: 08
D003,dim08:R8-10,AI Hype Cycles: Lessons from the Past to Sustain Progress,NJII,2024,blog,institutional blog,D,AI history,https://www.njii.com/2024/05/ai-hype-cycles-lessons-from-the-past-to-sustain-progress/,secondary,"XCON $40M, brittleness, maintenance collapse",08,通俗来源，史实与学界一致；dims: 08
D004,dim08:R8-40,Architecture Tradeoff Analysis: Picking Your Poison (Carefully),Architect View Master,2026-06,blog,practitioner analysis,D,ATAM practice,https://www.architectviewmaster.com/blog/architecture-tradeoff-analysis-picking-your-poison-carefully/,secondary,"tradeoff point 绑定具体决策, 75 人日, risk themes",08,实践细节补充；dims: 08
D005,dim08:R8-16,Introducing @lapidist/design-lint,Brett Dorrans (lapidist),2025-08,OSS blog+repo,practitioner OSS,D,design lint,https://lapidist.net/articles/2025/introducing-lapidist-design-lint/,primary,"token 校验, 组件合规, SARIF, CI 渐进收紧",08,design-lint 代码层模板；dims: 08
D006,dim08:R8-13,What Is Open Policy Agent? Best Practices and Use Cases,Orca Security,2026-06,blog,vendor explainer,D,policy-as-code,https://orca.security/resources/blog/what-is-open-policy-agent/,secondary,"Rego/Datalog 确定性与终止性, CNCF graduated 2021",08,细节准确；dims: 08
E001,dim05:S13,WCAG 2.1 vs 2.2: what actually changed,wcagc.com,2026-07,—,Explainer,E,Accessibility,https://wcagc.com/blog/wcag-2-1-vs-2-2,secondary,"9 新 SC, 4.1.1 移除, EN 301 549 仍指 2.1",05,与 S01 交叉一致；dims: 05
E002,dim05:S28,WCAG 2.2 Accessibility Audit Checklist 2026,digitalapplied.com,2026-05,—,Explainer,E,Accessibility,https://www.digitalapplied.com/blog/wcag-2-2-accessibility-audit-checklist-2026-reference,secondary,57% vs 29.5%/10.3%/60.2% 双口径调和,05,口径调和表述最佳二手；dims: 05
E003,dim05:S03,WCAG 3.0: What Developers Need to Know in 2026,a11yflow.dev,2026-07,—,Analysis,E,Accessibility,https://www.a11yflow.dev/blog/wcag-3-what-developers-need-to-know,secondary,WCAG 3.0 时间线、草案状态辨析,05,"含 W3C/AbilityNet/Deque 时间线引文；质量高的二手；Conflict Zone C3 支持证据（2026-07-21 明确""仍描述 Bronze/Silver/Gold 者已过时""）；dims: 05"
E004,dim05:S14,What is ARIA (WAI-ARIA)?,Level Access,2026-04,—,Explainer,E,Accessibility,https://www.levelaccess.com/blog/wai-aria-explained-a-guide-to-accessible-rich-internet-applications/,secondary,ARIA 1.1/1.2/1.3 状态表,05,版本状态交叉源；dims: 05
E005,dim05:S27,Free vs Paid Accessibility Testing Tools,a11yflow.dev,2026-07,—,Analysis,E,Accessibility testing,https://www.a11yflow.dev/blog/free-vs-paid-accessibility-testing-tools,secondary,57%→80% 分层、付费价值定位,05,含 Deque 原始来源清单；dims: 05
E006,dim05:S15,"WCAG 2.3.3: a best practice, not a Level-A failure",MotionSpec (motionspec.dev),2026-07,—,Explainer,E,Accessibility/motion,https://motionspec.dev/blog/wcag-2-3-3-animation-from-interactions,secondary,2.3.3=AAA 非失败; 2.2.2=A 才是硬要求,05,精确分层表述，已核对规范原文；dims: 05
E007,dim06:S39,You Can't Screenshot Your Way to a Pixel-Perfect UI,Vanja Petreski,2026,—,技术博客,E,agent contract,https://vanja.io/pixel-perfect-handoff/,secondary,「tokens 是可断言的契约」、DTCG 2025.10 为 pinned contract,06,—；dims: 06
E008,dim08:R8-43,What Is Vercel v0?,MindStudio,2026-04,blog,vendor explainer,E,AI UI generation,https://www.mindstudio.ai/blog/what-is-vercel-v0,secondary,"栈内约束 (React+Tailwind+shadcn), 无显式规则系统",08,v0 知识处理方式的旁证；dims: 08
E009,dim03:S27,AI design system patterns 对比,designproject.io,2026,—,分析文章,E,AI 交互模式,https://designproject.io/blog/ai-design-system-patterns/,secondary,Carbon/Cloudscape/Atlassian/GitLab 三共识模式,03,2026-08，新证据；dims: 03
E010,dim08:R8-18,ai-handoff-linter-figma-plugin,pocotan001 (GitHub),2026-07,repo,OSS repo,E,AI-ready design lint,https://github.com/pocotan001/ai-handoff-linter-figma-plugin,primary,auto layout/命名/变量绑定的 AI 可消费性检查,08,"""为 Agent lint 设计稿""新物种；dims: 08"
E011,dim05:S30,Apple Human Interface Guidelines: Best Practices,brilworks.com,2026-04,—,Explainer,E,Apple platforms,https://www.brilworks.com/blog/apple-human-interface-guidelines/,secondary,HIG 四板块结构、六平台差异表,05,结构描述与一手一致；dims: 05
E012,dim05:S20,Feedback on the new Liquid Glass design,Apple 用户社区,2026-02,—,User report,E,Apple platforms,https://discussions.apple.com/thread/256239100,primary(舆情),Liquid Glass 可读性/对比度争议,05,官方社区帖；佐证争议持续存在；dims: 05
E013,dim05:S18,WWDC26: フィロソフィーとしてのHIG,clickandmagic,2026-07,—,Historical analysis,E,Apple platforms,https://clickandmagic.com/notes/wwdc26_hig_as_a_philosophy,secondary,1987 十原则 → 2017 六原则 → 2025 三原则脉络,05,考证详实（含 archive 引用）；dims: 05
E014,dim06:S36,Building a Design System in Jetpack Compose,Design Systems Collective,2026,—,技术长文,E,Compose theme,https://www.designsystemscollective.com/building-a-design-system-in-jetpack-compose-from-scratch-the-complete-production-ready-f181a0f53b13,secondary,CompositionLocal、自建 token/theme 层,06,—；dims: 06
E015,dim08:R8-17,desing-lint (Figma plugin),moduesss (GitHub),2025-10,repo,OSS repo,E,design lint,https://github.com/moduesss/desing-lint,primary,"false negatives > false positives, 规则附解释",08,lint 哲学样本；dims: 08
E016,dim06:S40,Primer vs Polaris 对比,AI Design Guide,2026,Polaris 13.9.5 (2025-03-26),二手对比,E,domain fit,https://www.aidesign.guide/compare/primer-vs-polaris/,secondary,Primer 8 color modes、Polaris index table/filters pattern,06,Polaris 版本 npm 核实；dims: 06
E017,dim06:S43,"Fiori 历史与 15,000+ apps",Pathlock,2025,—,二手综述,E,Fiori scale,https://pathlock.com/blog/sap-fiori/,secondary,Fiori 1/2/3 里程碑、Joule AI,06,"—；Low Confidence（L9：Fiori Apps Reference Library 15,000+ 应用为二手综述数字）；dims: 06"
E018,dim05:S26,Fluent UI (Microsoft) — Design System Breakdown,designsystems.one,2026-01,—,Analysis,E,Fluent,https://www.designsystems.one/design-systems/fluent-design,secondary,"primitive→alias→component token, density modes, v8/v9",05,"生态分析；含""公开规范滞后产品""警示；dims: 05"
E019,dim06:S35,Design Tokens in Flutter projects,Aurora Demarcus (overapp),2026,—,技术博客,E,Flutter tokens,https://insights.overapp.com/design-tokens-ed33db06fa43,secondary,DTCG→Dart/ThemeData/ThemeExtension 完整管道,06,—；dims: 06
E020,dim06:S20,DesignOps 指南（contribution ladder）,viralpatelstudio,2025,—,二手综述,E,governance,https://viralpatelstudio.in/blogs/designops-guide-scaling-design-teams-workflows-tools-2025,secondary,Atlassian Contribution Ladder、90 天 sunset,06,二手，置信中；Low Confidence（L8：同 S19，二手转述）；dims: 06
E021,dim03:S02,IA 书评（含批判）,Iñigo Medina,n.d.,—,书评,E,IA 批判,https://inigomedina.co/library/work/morville-rosenfeld-information-architecture,secondary,语料控制假设的局限,03,批判视角可用；dims: 03
E022,dim06:S32,Angular Material 3 Theming: tokens & system variables,Konstantin Denerz,2024,—,技术博客,E,M3 token 实践,https://konstantin-denerz.com/angular-material-3-theming-design-tokens-and-system-variables/,secondary,theming 在 system 层解决、CSS variables 落地,06,—；dims: 06
E023,dim03:S30,The Visualization Revolution（Shneiderman 访谈）,Hopara podcast,2026,—,访谈,E,mantra 批判,https://hopara.io/podcast/visualization-revolution/,primary(自述),"""no empirical results… opinion piece""；七任务中只有前四流行",03,作者自述证据等级；dims: 03
E024,dim03:S06,What is OOUX 指南,Aufait UX,2025,—,实践文章,E,OOUX,https://www.aufaitux.com/blog/what-is-object-oriented-ux/,secondary,ORCA 15 步、四支柱,03,dims: 03
E025,dim03:S07,OOUX for Team Collaboration,Magic EdTech,2026,—,实践文章,E,OOUX 局限,https://www.magicedtech.com/blogs/ooux-a-blueprint-for-cross-functional-collaboration/,secondary,OOUX 不覆盖 flow/state、不替代 IA,03,罕见列局限的来源；dims: 03
E026,dim07:S36,What is XUL,ITU Online,2024,历史技术,科普综述,E,Render IR 史,https://www.ituonline.com/tech-definitions/what-is-xul-xml-user-interface-language/,secondary,XUL=widget 树+CSS+JS,07,低权威，事实无争议；dims: 07
E027,dim08:R8-11,Top 10 Open Source Rules Engine / Drools Workbench & KIE Server,Nected.ai,2026,blog,vendor blog,E,rule engines,https://www.nected.ai/blog/open-source-rules-engine,secondary,"Rete/ReteOO, forward/backward chaining, 规则外化",08,厂商立场；事实性内容可用；dims: 08
E028,dim06:S29,DTCG Validator,dembrandt（独立）,2025,2025.10 对齐,社区工具,E,spec implementation,https://www.dembrandt.com/validator,secondary,13 token types、14 色彩空间、resolver 结构校验,06,"用于核对类型清单；Low Confidence（L10：""design token""词源[Jina Anne 2014]为二手技术博客）；dims: 06"
E029,dim06:S30,DTCG design tokens 概览,Raunaq Gupta,2025,—,技术博客,E,spec overview,https://www.raunaqgupta.com/blog/2025-12-31-dtcg-examples,secondary,7 原始 + 6 composite、Format/Color/Resolver 三模块,06,—；dims: 06
E030,dim06:S42,SLDS 词源：Even Figma isn't sure about its own design tokens,dev.to (slafleche),2026,—,技术博客,E,token history,https://dev.to/slafleche/even-figma-isnt-sure-about-its-own-design-tokens-4mko,secondary,Jina Anne 2014 创造 design token 一词、Figma DTCG 导出进展,06,词源二手；Low Confidence（L10：同 S29，词源为二手）；dims: 06
E031,dim05:S29,Mobile-First Design: Touch-Friendly Interfaces,thedesque.com,2026-06,—,Explainer,E,Touch targets,https://thedesque.com/blog/series/mobile-first-design/touch-friendly-interfaces/,secondary,44pt/48dp/44px AAA 三体系对照,05,数值与多源一致；dims: 05
E032,dim06:S41,Extract a Design System (three-tier taxonomy),Digital Applied,2026,—,二手方法论,E,三层模型,https://www.digitalapplied.com/blog/extract-design-system-ai-app-builder-theming-2026,secondary,primitive/semantic/component 单向依赖、84% 采用率(zeroheight 调查),06,采用率数据为调查信号；dims: 06
E033,dim03:S38,Frontend system design（optimistic UI 权衡）,dev.to,2025,—,工程文章,E,乐观 UI,https://dev.to/zeeshanali0704/frontend-system-design-facebook-news-feed-li3,secondary,即时响应 vs 回滚复杂度/不一致,03,工程视角；dims: 03
E034,dim07:S37,de Icaza: dropping XAML; QML human friendly,KDE Blogs,2012,—,史料/观点,E,声明式 UI 史,https://blogs.kde.org/2012/06/06/de-icaza-were-dropping-xaml-qmls-human-friendly/,secondary,XAML/QML 之争=语法非语义,07,观点性史料；dims: 07
E035,dim03:S36,Inline editor vs modal,Froala,2026,—,实践文章,E,就地编辑,https://froala.com/blog/general/inline-editors-convert-better/,secondary,上下文保留 vs 复杂任务用 modal,03,供应商立场，降权；Low Confidence（L4：供应商立场来源，dim03 已自降权）；dims: 03
E036,dim01:S37,Opinion: The great Australian standards paywall,HVAC&R News / Clearscope Legal,2023,—,行业评论,E,标准可获得性批评,https://hvacrnews.com.au/news/opinion-the-great-australian-standards-paywall/,secondary,付费墙阻碍 SME 采用与理解,01,虽针对澳标，机制适用于 ISO；批评性证据；dims: 01
E037,dim03:S19,History and Origins: The Gang of Four,onenoughtone,2026,—,教学模块,E,模式传播史,https://www.onenoughtone.com/learn/history-and-origins,secondary,1977→1987→1993 PLoP→1994 GoF 时间线,03,dims: 03
E038,dim03:S33,Empty state UI design,Setproduct,2025,—,实践文章,E,空状态,https://www.setproduct.com/blog/empty-state-ui-design,secondary,单一 CTA、情境化、结构（headline/说明/图示/CTA）,03,NN/g 空状态文已 404；dims: 03
